date,variant,purchases,net_amount,gross_amount
2017-10-02,366023001050,1.0,64.55506906499994,69.99
2017-10-02,446456002007,2.0,39.964218868524505,39.98
2017-10-02,504074001007,2.0,33.47564068944464,35.98
2017-10-02,492238002033,2.0,57.16482054760955,59.98
2017-10-02,492238002032,2.0,54.57718463376669,59.98
2017-10-02,368811001044,1.0,38.76866852009629,39.99
2017-10-02,510563004044,1.0,96.06744923336245,99.0
2017-10-02,510563004048,1.0,92.85597855600321,99.0
2017-10-02,510563004052,1.0,90.92001286062495,99.0
2017-10-02,437668018005,6.0,88.50657659361667,89.94
2017-10-02,437668018006,3.0,43.533355941000515,44.97
2017-10-02,540513003036,2.0,45.34881067510437,49.98
2017-10-02,540513003040,1.0,22.497480276443447,24.99
2017-10-02,540513003038,2.0,48.020494595943006,49.98
2017-10-02,512743003000,2.0,29.329725397033002,29.98
2017-10-02,570447001000,1.0,14.752152489247056,14.99
2017-10-02,535602001158,4.0,22.383979656391684,23.96
2017-10-02,535602001140,1.0,5.706569925001582,5.99
2017-10-02,535602001164,1.0,5.839194095536563,5.99
2017-10-02,535602001152,1.0,5.4915199360173785,5.99
2017-10-02,465270005122,5.0,45.24977414895691,49.95
2017-10-02,465270005134,3.0,27.0673487281089,29.97
2017-10-02,465270005098,2.0,18.435349493135543,19.98
2017-10-02,465270005110,4.0,38.888059342876566,39.96
2017-10-02,537034001056,2.0,98.98205647936189,99.98
2017-10-02,437668018004,5.0,74.24303383839248,74.95
2017-10-02,510393005039,1.0,9.522441407582845,9.99
2017-10-02,489905002032,2.0,19.052433678824304,19.98
2017-10-02,489905002038,8.0,73.68148876067237,79.92
2017-10-02,368811001032,2.0,78.03049735793405,79.98
2017-10-02,368811001040,10.0,367.4327426802629,399.9
2017-10-02,368811001036,8.0,298.0469535214737,319.92
2017-10-02,368811001038,6.0,227.3349402021551,239.94
2017-10-02,368811001042,2.0,74.57742731476297,79.98
2017-10-02,368811001046,2.0,79.31646536250308,79.98
2017-10-02,368811001034,4.0,156.26589253083557,159.96
2017-10-02,497194001080,1.0,9.923000092174934,9.99
2017-10-02,497194001074,1.0,9.090271039665717,9.99
2017-10-02,497194001068,1.0,9.295549367255028,9.99
2017-10-02,497194001062,1.0,9.568880059077426,9.99
2017-10-02,406724001043,1.0,49.804754137453926,49.99
2017-10-02,406724001041,2.0,99.48485920698755,99.98
2017-10-02,406724001040,1.0,49.861202376199735,49.99
2017-10-02,489905002036,5.0,46.496715173422665,49.95
2017-10-02,489905002046,2.0,19.061211990459515,19.98
2017-10-02,489905002034,7.0,69.58820222658566,69.93
2017-10-02,489905002044,3.0,29.267989355245664,29.97
2017-10-02,489905002042,10.0,95.59783548489536,99.9
2017-10-02,489905002040,5.0,48.33015983754639,49.95
2017-10-02,510393005040,3.0,28.499688870103647,29.97
2017-10-02,502548039041,1.0,7.192530090232608,7.99
2017-10-02,459796002036,4.0,274.38156176879266,279.96
2017-10-02,530635001146,2.0,75.19547731346333,79.98
2017-10-02,530635001158,10.0,381.06312910556323,399.9
2017-10-02,477788008036,3.0,41.70207476162896,44.97
2017-10-02,506590001040,1.0,18.584711988706573,19.99
2017-10-02,506590001036,5.0,98.053905824578,99.95
2017-10-02,506590001044,2.0,39.4264334578525,39.98
2017-10-02,506590001046,1.0,19.54737735795163,19.99
2017-10-02,506590001034,1.0,19.272964596821357,19.99
2017-10-02,530635001170,1.0,37.06788558844785,39.99
2017-10-02,506590001038,4.0,74.84510609114409,79.96
2017-10-02,361442004036,5.0,68.0484106550732,74.95
2017-10-02,361442004034,1.0,14.284542477408387,14.99
2017-10-02,361442004040,1.0,13.965991796771762,14.99
2017-10-02,361442004038,4.0,54.11920333851745,59.96
2017-10-02,361442004042,3.0,44.13283746935808,44.97
2017-10-02,525054003018,16.0,390.0583788429416,399.84
2017-10-02,525054003022,19.0,437.2611967308001,474.81
2017-10-02,525054003024,8.0,186.66464925178016,199.92
2017-10-02,361442004044,1.0,14.780747684601158,14.99
2017-10-02,530635001140,3.0,116.02500938557526,119.97
2017-10-02,515136002122,3.0,35.29639453698473,38.97
2017-10-02,515136002098,4.0,46.79983347727267,51.96
2017-10-02,580067006275,2.0,39.33688907978655,39.98
2017-10-02,458834008036,1.0,19.89305282948337,19.99
2017-10-02,458834008038,1.0,18.280275855175212,19.99
2017-10-02,544991001005,6.0,165.0492547687788,179.94
2017-10-02,544991001003,1.0,29.568277132914115,29.99
2017-10-02,544991001007,2.0,59.93684633039065,59.98
2017-10-02,544991001004,3.0,81.57436964711147,89.97
2017-10-02,544991001006,1.0,29.926986788233947,29.99
2017-10-02,477027006000,2.0,14.698424929735424,15.98
2017-10-02,534305029042,1.0,9.341494804136714,9.99
2017-10-02,534305029034,1.0,9.226197243012903,9.99
2017-10-02,440811005404,3.0,28.332859556678766,29.97
2017-10-02,153175001040,1.0,37.12059004813764,39.99
2017-10-02,153175001034,2.0,78.53349422308291,79.98
2017-10-02,153175001038,4.0,144.66640549659337,159.96
2017-10-02,153175001036,2.0,78.75532959354922,79.98
2017-10-02,547874002004,2.0,73.21227395751873,79.98
2017-10-02,530635001164,14.0,517.6275949800773,559.86
2017-10-02,530635001152,6.0,226.48861624901542,239.94
2017-10-02,525054003020,26.0,625.8560372922117,649.74
2017-10-02,525054003023,17.0,392.7135424308832,424.83
2017-10-02,483457001038,3.0,44.71923389961297,44.97
2017-10-02,483457001032,1.0,13.674712481005798,14.99
2017-10-02,560842004140,1.0,9.04503776257527,9.99
2017-10-02,459678002004,1.0,19.631084708810604,19.99
2017-10-02,459678002003,3.0,55.35456290510815,59.97
2017-10-02,459678002005,6.0,110.56478463415262,119.94
2017-10-02,241412001086,9.0,160.6545606583809,161.91
2017-10-02,241412001092,7.0,118.32689922444062,125.93
2017-10-02,241412001074,5.0,85.75241282955966,89.95
2017-10-02,241412001080,10.0,168.06509413188053,179.9
2017-10-02,518980003007,1.0,19.897761498028565,19.99
2017-10-02,518980003008,1.0,18.528037414302947,19.99
2017-10-02,518980003003,1.0,19.612104606653766,19.99
2017-10-02,518980003006,5.0,97.52044672120411,99.95
2017-10-02,518980003005,10.0,196.24078442256396,199.9
2017-10-02,518980003004,6.0,117.2129911565855,119.94
2017-10-02,537700005704,6.0,89.28349180532824,89.94
2017-10-02,525218003008,2.0,59.68875188731002,59.98
2017-10-02,549489004046,1.0,28.06465824598824,29.99
2017-10-02,549489004038,5.0,148.15511759548528,149.95
2017-10-02,549489004040,7.0,197.25784689300883,209.93
2017-10-02,560842004134,2.0,18.217027357963953,19.98
2017-10-02,580067006370,2.0,39.22417013577634,39.98
2017-10-02,560842004110,3.0,28.718437304180497,29.97
2017-10-02,560842004116,4.0,38.92341705819572,39.96
2017-10-02,483457001036,1.0,14.414456090677897,14.99
2017-10-02,483457001044,1.0,13.540873040582985,14.99
2017-10-02,483457001040,4.0,58.492859278659125,59.96
2017-10-02,483457001042,1.0,14.82652755707334,14.99
2017-10-02,483457001034,1.0,13.702048651361164,14.99
2017-10-02,485593001006,1.0,33.13765391694331,34.99
2017-10-02,598031001006,2.0,14.53438132363094,15.98
2017-10-02,598031001003,1.0,7.5491527677405665,7.99
2017-10-02,598031001004,6.0,43.65124268102502,47.94
2017-10-02,598031001005,10.0,78.32991801129573,79.9
2017-10-02,286863001152,1.0,16.777664665024766,17.99
2017-10-02,286863001164,1.0,17.76754650639543,17.99
2017-10-02,286863001146,1.0,17.019248980919606,17.99
2017-10-02,286863001134,1.0,17.86989656524065,17.99
2017-10-02,502306002036,3.0,68.71030044617315,74.97
2017-10-02,502306002040,1.0,24.002642492211486,24.99
2017-10-02,502306002038,1.0,23.292697639377945,24.99
2017-10-02,560842004128,3.0,29.950532379600453,29.97
2017-10-02,560842004104,7.0,65.33598568762176,69.93
2017-10-02,560842004122,6.0,59.75075375532098,59.94
2017-10-02,418545028008,2.0,19.373134989692115,19.98
2017-10-02,580067006375,1.0,18.29456667174648,19.99
2017-10-02,501033006005,6.0,58.05363569770628,59.94
2017-10-02,519329019004,6.0,55.802440145483956,59.94
2017-10-02,519329019006,2.0,19.62366198163978,19.98
2017-10-02,450279002265,2.0,35.25131366847708,35.98
2017-10-02,450279002380,5.0,83.75821875325909,89.95
2017-10-02,450279002280,12.0,196.09528557759535,215.88
2017-10-02,450279002270,7.0,124.64368809478812,125.93
2017-10-02,450279002275,18.0,309.59793701743143,323.82
2017-10-02,519329019005,14.0,137.1247008881038,139.86
2017-10-02,401781004086,15.0,190.56240665939376,194.85
2017-10-02,519329019003,3.0,29.7891998391687,29.97
2017-10-02,519145001005,2.0,32.82798864567742,35.98
2017-10-02,502171002122,2.0,27.717714015085335,29.98
2017-10-02,460753002134,3.0,37.978528458279094,38.97
2017-10-02,460753002170,2.0,25.148468013995103,25.98
2017-10-02,460753002158,2.0,25.54279404848584,25.98
2017-10-02,460753002110,1.0,12.00724603675842,12.99
2017-10-02,478289001034,1.0,32.66549094001355,34.99
2017-10-02,478289001036,2.0,65.84556566936692,69.98
2017-10-02,467408030505,32.0,231.63886689552837,255.68
2017-10-02,353088001040,5.0,119.6971054126564,124.95
2017-10-02,353088001042,11.0,258.0563209922455,274.89
2017-10-02,353088001036,30.0,726.6296745105489,749.7
2017-10-02,459796002034,3.0,189.99442950541751,209.97
2017-10-02,459796002038,6.0,405.4020685058564,419.94
2017-10-02,539695002507,4.0,18.439872872813243,19.96
2017-10-02,533349001505,14.0,69.01525112269279,69.86
2017-10-02,422035006034,1.0,17.2081281053852,17.99
2017-10-02,422035006038,2.0,34.66896782885842,35.98
2017-10-02,422035006040,1.0,17.790820347601436,17.99
2017-10-02,537530002134,5.0,73.38003661498634,74.95
2017-10-02,537530002092,2.0,28.820209117292677,29.98
2017-10-02,537530002122,5.0,71.56797477435244,74.95
2017-10-02,509510001000,1.0,7.85669014992187,7.99
2017-10-02,350082006044,1.0,13.553193862365942,14.99
2017-10-02,553181002000,1.0,13.991913676535436,14.99
2017-10-02,445699005010,8.0,297.58817424409176,319.92
2017-10-02,425604003004,1.0,28.425295350795047,29.99
2017-10-02,425604003005,5.0,141.10602499525854,149.95
2017-10-02,353088001034,23.0,565.3869057547172,574.77
2017-10-02,353088001038,14.0,343.56029812789035,349.86
2017-10-02,353088001032,2.0,45.765750622312275,49.98
2017-10-02,478289001038,2.0,68.7697326388372,69.98
2017-10-02,456321007134,7.0,46.749931098472295,48.93
2017-10-02,559628002149,2.0,99.51545127877623,99.98
2017-10-02,501396001034,1.0,14.866824409032029,14.99
2017-10-02,441505003004,11.0,102.9747356716201,109.89
2017-10-02,441505003003,4.0,36.665951565258325,39.96
2017-10-02,441386001140,2.0,55.202404800461245,59.98
2017-10-02,479205004036,3.0,69.57733218235484,74.97
2017-10-02,479205004034,3.0,70.54751158604138,74.97
2017-10-02,479205004038,5.0,120.20011130699167,124.95
2017-10-02,479205004042,2.0,47.76193290326109,49.98
2017-10-02,479205004040,2.0,47.66769508438749,49.98
2017-10-02,570374030036,1.0,9.734805654152318,9.99
2017-10-02,570374030038,1.0,9.079965957559107,9.99
2017-10-02,505751007036,1.0,18.43377722389725,19.99
2017-10-02,505751007034,1.0,18.030757456211326,19.99
2017-10-02,404850002006,2.0,55.94712267489275,59.98
2017-10-02,404850002007,1.0,29.56681531842784,29.99
2017-10-02,515762009010,2.0,97.49869792006211,99.98
2017-10-02,501033006006,1.0,9.626812634560773,9.99
2017-10-02,501033006007,1.0,9.76595166482859,9.99
2017-10-02,501033006004,3.0,28.925770506896683,29.97
2017-10-02,501033006003,4.0,36.37957558278215,39.96
2017-10-02,441505003006,12.0,112.76496721074848,119.88
2017-10-02,580067006380,3.0,58.47813366777397,59.97
2017-10-02,441505003005,12.0,111.94009380433866,119.88
2017-10-02,441386001122,2.0,56.22767576458964,59.98
2017-10-02,501396001040,5.0,72.14376527820825,74.95
2017-10-02,501396001038,6.0,86.16069341802168,89.94
2017-10-02,501396001044,3.0,43.38404961094529,44.97
2017-10-02,501396001036,7.0,98.52385212600002,104.93
2017-10-02,501396001042,5.0,69.94511693099844,74.95
2017-10-02,452898002007,3.0,72.70010915883107,74.97
2017-10-02,452898002004,1.0,24.430539816772832,24.99
2017-10-02,452898002005,3.0,69.17602086904037,74.97
2017-10-02,452898002006,1.0,24.507726858193465,24.99
2017-10-02,237222003037,2.0,38.97150450488689,39.98
2017-10-02,237222003042,1.0,19.035278156257657,19.99
2017-10-02,237222003039,3.0,55.01145450292929,59.97
2017-10-02,451683003004,7.0,47.60940177733066,48.93
2017-10-02,441386001134,2.0,58.429287117963824,59.98
2017-10-02,441386001116,1.0,28.89975913454559,29.99
2017-10-02,582340005004,1.0,14.932684597085727,14.99
2017-10-02,441386001104,1.0,28.648641305982267,29.99
2017-10-02,484766001146,3.0,23.009469143476007,23.97
2017-10-02,484766001158,3.0,21.75259119621185,23.97
2017-10-02,441386001128,2.0,59.097407223478925,59.98
2017-10-02,418545028004,16.0,150.9164199148455,159.84
2017-10-02,418545028005,3.0,27.122364296175565,29.97
2017-10-02,333442002098,1.0,14.274239656692638,14.99
2017-10-02,446359006158,8.0,112.46455427003329,119.92
2017-10-02,446359006134,3.0,43.626019701209394,44.97
2017-10-02,361424001000,2.0,14.39123687186352,15.98
2017-10-02,522583001005,1.0,18.866183548396712,19.99
2017-10-02,522583001004,2.0,37.970609174665455,39.98
2017-10-02,522583001006,1.0,18.657485788048692,19.99
2017-10-02,509732001005,11.0,150.91495567205246,164.89
2017-10-02,509732001003,11.0,163.5353359518508,164.89
2017-10-02,446359006146,6.0,82.13532362153468,89.94
2017-10-02,509732001004,16.0,234.30801768157065,239.84
2017-10-02,516231001003,3.0,57.90760920298436,59.97
2017-10-02,516231001005,1.0,19.439294868390803,19.99
2017-10-02,516231001004,4.0,72.93835345908998,79.96
2017-10-02,516231001006,6.0,112.41437045314836,119.94
2017-10-02,466211003040,1.0,7.234349307993621,7.99
2017-10-02,466211003034,2.0,15.403050944037568,15.98
2017-10-02,466211003038,3.0,21.93771018070596,23.97
2017-10-02,466211003036,5.0,36.60610276679307,39.95
2017-10-02,509732001006,5.0,72.69337435744919,74.95
2017-10-02,446359006170,1.0,13.93655001389761,14.99
2017-10-02,439231004000,14.0,105.76252794337228,111.86
2017-10-02,519744001042,1.0,29.639233470516178,29.99
2017-10-02,471074001007,1.0,46.06761996817653,49.99
2017-10-02,471074001004,2.0,98.79952096893989,99.98
2017-10-02,471074001006,1.0,49.54799081240827,49.99
2017-10-02,458867014006,1.0,12.611936566188643,12.99
2017-10-02,458867014005,2.0,24.060078874116265,25.98
2017-10-02,458867014007,1.0,12.503461975431218,12.99
2017-10-02,458867014004,1.0,11.711523714020647,12.99
2017-10-02,570808001037,2.0,29.667146370068984,29.98
2017-10-02,570808001041,1.0,14.365561011253865,14.99
2017-10-02,570808001036,4.0,59.0782408187087,59.96
2017-10-02,570808001039,5.0,69.1698359163543,74.95
2017-10-02,570808001042,1.0,14.405332050489775,14.99
2017-10-02,570808001040,1.0,14.334442812633839,14.99
2017-10-02,570808001038,6.0,89.46605133820944,89.94
2017-10-02,519744001040,3.0,88.1437371218017,89.97
2017-10-02,519744001034,1.0,29.306395472687814,29.99
2017-10-02,519744001036,3.0,86.82162942514773,89.97
2017-10-02,416619001000,5.0,95.09307256801671,99.95
2017-10-02,519744001038,3.0,85.73836586220308,89.97
2017-10-02,426150001034,5.0,69.75652321168711,74.95
2017-10-02,426150001036,3.0,44.4945246401952,44.97
2017-10-02,426150001038,1.0,14.350150518747695,14.99
2017-10-02,426150001032,1.0,14.406417707132329,14.99
2017-10-02,455944004038,2.0,14.923393637247187,15.98
2017-10-02,455944004042,1.0,7.479135524611674,7.99
2017-10-02,455944004036,1.0,7.593576016656823,7.99
2017-10-02,455944004040,1.0,7.408910307004866,7.99
2017-10-02,440894004080,1.0,12.938300479152042,12.99
2017-10-02,561106001158,2.0,63.32924894823567,69.98
2017-10-02,561106001164,1.0,34.36581179186051,34.99
2017-10-02,561106001152,1.0,32.430811658510684,34.99
2017-10-02,534255001036,9.0,105.65362858451712,116.91
2017-10-02,534255001042,5.0,60.93938164857409,64.95
2017-10-02,534255001032,2.0,24.97169741287468,25.98
2017-10-02,534255001034,2.0,25.533224619317,25.98
2017-10-02,534255001040,8.0,99.74588145504005,103.92
2017-10-02,534255001038,7.0,85.98778986111782,90.93
2017-10-02,534255001044,1.0,11.997231842795763,12.99
2017-10-02,503372033004,3.0,42.82325916351202,44.97
2017-10-02,503372033006,5.0,69.96628382439366,74.95
2017-10-02,503372033005,7.0,95.18623520000128,104.93
2017-10-02,503372033003,2.0,27.467400911747625,29.98
2017-10-02,388795002036,1.0,49.711675605027956,49.99
2017-10-02,471074001005,3.0,146.47179102204447,149.97
2017-10-02,517860012000,1.0,5.3949285190853935,5.99
2017-10-02,476583003140,3.0,37.81476160246297,38.97
2017-10-02,501915012092,4.0,38.72682771302236,39.96
2017-10-02,501915012056,4.0,39.275307807302426,39.96
2017-10-02,501915012068,2.0,18.228303780954388,19.98
2017-10-02,501915012080,4.0,39.87368657756462,39.96
2017-10-02,501915012062,7.0,69.58483000028949,69.93
2017-10-02,501915012086,5.0,49.73837784066276,49.95
2017-10-02,476583003152,1.0,12.554822845912557,12.99
2017-10-02,374762001038,1.0,29.082271326893554,29.99
2017-10-02,531394002034,44.0,793.2374705080786,879.56
2017-10-02,531394002046,16.0,318.67511601363935,319.84
2017-10-02,531394002044,27.0,505.490815185433,539.73
2017-10-02,531394002040,37.0,710.9653428077883,739.63
2017-10-02,531394002042,33.0,628.3688605657123,659.67
2017-10-02,531394002038,54.0,1021.8722984604345,1079.46
2017-10-02,531394002032,18.0,330.15812019004153,359.82
2017-10-02,531394002036,62.0,1171.7209404286784,1239.38
2017-10-02,476583003170,1.0,12.56363279214666,12.99
2017-10-02,476583003146,1.0,12.05288399714953,12.99
2017-10-02,476583003158,1.0,12.222052107820163,12.99
2017-10-02,446028001000,19.0,273.7671048998194,284.81
2017-10-02,476398006507,22.0,109.19232532409087,109.78
2017-10-02,421226001104,4.0,77.29864503976034,79.96
2017-10-02,421226001116,4.0,79.18412082534326,79.96
2017-10-02,372973001005,1.0,32.814232565738166,34.99
2017-10-02,372973001007,3.0,96.22706387478145,104.97
2017-10-02,499450006000,1.0,7.399846388194806,7.99
2017-10-02,511685001005,3.0,43.88488256388829,44.97
2017-10-02,511685001004,2.0,27.76312729625844,29.98
2017-10-02,511685001006,2.0,28.251681082883234,29.98
2017-10-02,406237001040,4.0,56.98145387383075,59.96
2017-10-02,406237001034,2.0,28.590611754011192,29.98
2017-10-02,372973001003,1.0,34.85367502096484,34.99
2017-10-02,406237001038,6.0,88.1224001255482,89.94
2017-10-02,481645004032,2.0,114.44872589181506,119.98
2017-10-02,481645004036,8.0,459.8454012602491,479.92
2017-10-02,481645004042,2.0,109.32961150478656,119.98
2017-10-02,481645004034,5.0,283.3408282392775,299.95
2017-10-02,481645004040,3.0,174.34358273120955,179.97
2017-10-02,481645004038,8.0,434.86425054979395,479.92
2017-10-02,463406012034,4.0,76.58510891962177,79.96
2017-10-02,463406012040,1.0,19.006115313454867,19.99
2017-10-02,406237001036,5.0,71.87791160840466,74.95
2017-10-02,287846001086,5.0,38.189132317785244,39.95
2017-10-02,287846001092,6.0,47.71470638948519,47.94
2017-10-02,287846001068,2.0,15.305171643753617,15.98
2017-10-02,514182003003,14.0,320.6077139012658,349.86
2017-10-02,467408013505,57.0,418.36652927245547,455.43
2017-10-02,541758002505,19.0,145.6761316626937,151.81
2017-10-02,444633001039,1.0,33.72335520906774,34.99
2017-10-02,444633001037,2.0,63.52875126970288,69.98
2017-10-02,537232001065,1.0,9.956708694848476,9.99
2017-10-02,472196006029,6.0,282.61279668041016,299.94
2017-10-02,472196006028,4.0,192.75724053349353,199.96
2017-10-02,472196006030,3.0,135.10074523412368,149.97
2017-10-02,472196006031,1.0,46.338089265318295,49.99
2017-10-02,472196006027,3.0,135.13530373648817,149.97
2017-10-02,472196006026,3.0,137.67111158043568,149.97
2017-10-02,472196006025,1.0,47.759432072619134,49.99
2017-10-02,542441002000,2.0,39.333641484575715,39.98
2017-10-02,500483001120,5.0,139.7829237483321,149.95
2017-10-02,287846001104,15.0,118.42837584784101,119.85
2017-10-02,287846001080,3.0,21.645386621930143,23.97
2017-10-02,287846001098,5.0,37.653156557130124,39.95
2017-10-02,287846001074,6.0,44.02207712199299,47.94
2017-10-02,463406012036,10.0,180.778348802877,199.9
2017-10-02,463406012038,6.0,107.94698160819271,119.94
